id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
1167|Operator/charterer,fill,1167,,Operator/charterer,Y,False,hold,hold,Tsakos Group,Riviera (26-Feb-2026): 'shipbroking sources have identified the buyer as Tsakos 
1167|Price,fill,1167,,Price,Y,False,hold,hold,254000000,Riviera: 'HD Hyundai Heavy Industries announced an order for a single LNG carrie
1175|Price,fill,1175,,Price,Y,False,hold,hold,250000000,iMarine: 'each vessel valued at approximately $250 million' for the 7-vessel Knu
1176|Price,fill,1176,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1177|Price,fill,1177,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1178|Price,fill,1178,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1179|Price,fill,1179,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1180|Price,fill,1180,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1181|Price,fill,1181,,Price,Y,False,hold,hold,250000000,Same 7-vessel Knutsen/Hanwha Ocean order; iMarine states ~$250m per vessel.
1175|Cargo type,fill,1175,,Cargo type,Y,False,hold,hold,membrane,GTT tank-design article: vessels fitted with 'NO96 Super+ membrane containment s
1176|Cargo type,fill,1176,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1177|Cargo type,fill,1177,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1178|Cargo type,fill,1178,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1179|Cargo type,fill,1179,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1180|Cargo type,fill,1180,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1181|Cargo type,fill,1181,,Cargo type,Y,False,hold,hold,membrane,Same GTT NO96 Super+ membrane containment article covering the 7-vessel order.
1205|Price,fill,1205,,Price,Y,False,hold,hold,250300000,Splash247 (12-May-2026): Hanwha Ocean secured 'a contract worth KRW363.2bn ($250
99|Contract date,fill,99,,Contract date,Y,False,hold,hold,11-Nov-2024,PortNews: Hanwha Ocean 'said Monday' (dateline 2024 November 11) it secured a 71
100|Contract date,fill,100,,Contract date,Y,False,hold,hold,11-Nov-2024,"Same order as row 99 (hull 2602/2603 pair) - PortNews, 713.5bn won ($511.6m) for"
74|Capacity,fill,74,,Capacity,Y,False,hold,hold,174000,"shipvault record for IMO 1022043 / MT MARAN GAS POLIEGOS (hull 2582, Hanwha Ocea"
1168|Cargo type,fill,1168,,Cargo type,Y,False,hold,hold,membrane,MarineLink (5-Feb-2026): GTT received the tank-design order from Jiangnan for th
1169|Cargo type,fill,1169,,Cargo type,Y,False,hold,hold,membrane,Same GTT Mark III Flex membrane order covering both EPS vessels at Jiangnan.
141|Operator/charterer,fill,141,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Splash247 (1-Apr-2024): QatarEnergy 'inked long-term contracts to charter six 17
145|Operator/charterer,fill,145,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same 6-vessel Shandong Marine/Samsung QatarEnergy charter award as row 141.
148|Operator/charterer,fill,148,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same 6-vessel Shandong Marine/Samsung QatarEnergy charter award as row 141.
151|Operator/charterer,fill,151,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same 6-vessel Shandong Marine/Samsung QatarEnergy charter award as row 141.
153|Operator/charterer,fill,153,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same 6-vessel Shandong Marine/Samsung QatarEnergy charter award as row 141.
155|Operator/charterer,fill,155,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same 6-vessel Shandong Marine/Samsung QatarEnergy charter award as row 141.
80|Operator/charterer,fill,80,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime (24-Mar-2024): '...vessels will have a capacity of 174,000 cubic meter"
80|Contract date,fill,80,,Contract date,Y,False,hold,hold,24-Mar-2024,Article published 24-Mar-2024 ('QatarEnergy said on Sunday'; 24-Mar-2024 was a S
80|Price,fill,80,,Price,Y,False,hold,hold,230000000,Article states directly: 'The vessels are each worth around $230 million.' Match
80|Vessel type,fill,80,,Vessel type,Y,False,hold,hold,conventional,Article: 'time charter agreements with ... Nakilat for 25 conventional-size LNG 
81|Operator/charterer,fill,81,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"Same 8-ship Hanwha Ocean/Nakilat tranche, see row 80."
81|Contract date,fill,81,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
81|Price,fill,81,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
81|Vessel type,fill,81,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
82|Operator/charterer,fill,82,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
82|Contract date,fill,82,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
82|Price,fill,82,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
82|Vessel type,fill,82,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
83|Operator/charterer,fill,83,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
83|Contract date,fill,83,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
83|Price,fill,83,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
83|Vessel type,fill,83,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
84|Operator/charterer,fill,84,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
84|Contract date,fill,84,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
84|Price,fill,84,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
84|Vessel type,fill,84,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
85|Operator/charterer,fill,85,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
85|Contract date,fill,85,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
85|Price,fill,85,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
85|Vessel type,fill,85,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
86|Operator/charterer,fill,86,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
86|Contract date,fill,86,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
86|Price,fill,86,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
86|Vessel type,fill,86,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
88|Operator/charterer,fill,88,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same cluster announcement as row 80.
88|Contract date,fill,88,,Contract date,Y,False,hold,hold,24-Mar-2024,Same cluster announcement as row 80.
88|Price,fill,88,,Price,Y,False,hold,hold,230000000,Same cluster announcement as row 80.
88|Vessel type,fill,88,,Vessel type,Y,False,hold,hold,conventional,Same cluster announcement as row 80.
273|Operator/charterer,fill,273,,Operator/charterer,Y,False,hold,hold,CNOOC,NYK release: 'concluded a long-term time-charter contract with CNOOC Gas and Pow
273|Contract date,fill,273,,Contract date,Y,False,hold,hold,28-Apr-2022,NYK release: 'On April 28 ... NYK concluded a long-term time-charter contract ..
273|Price,fill,273,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
273|Cargo type,fill,273,,Cargo type,Y,False,hold,hold,membrane,NYK release: 'a membrane-type tank that will make use of advanced insulating mat
274|Operator/charterer,fill,274,,Operator/charterer,Y,False,hold,hold,CNOOC,Same six-ship order as row 273.
274|Contract date,fill,274,,Contract date,Y,False,hold,hold,28-Apr-2022,Same six-ship order as row 273.
274|Price,fill,274,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
274|Cargo type,fill,274,,Cargo type,Y,False,hold,hold,membrane,Same six-ship order as row 273.
1092|Operator/charterer,fill,1092,,Operator/charterer,Y,False,hold,hold,CNOOC,"3rd hull of the same six-ship NYK/CNOOC/CMES JV order as rows 273/274, 1224-1226"
1092|Contract date,fill,1092,,Contract date,Y,False,hold,hold,28-Apr-2022,"Same six-ship order, see row 273."
1092|Price,fill,1092,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
1092|Cargo type,fill,1092,,Cargo type,Y,False,hold,hold,membrane,"Same six-ship order, see row 273."
1224|Operator/charterer,fill,1224,,Operator/charterer,Y,False,hold,hold,CNOOC,4th hull of the same six-ship order; row already carried nyk.com/gcaptain as exi
1224|Contract date,fill,1224,,Contract date,Y,False,hold,hold,28-Apr-2022,"Same six-ship order, see row 273."
1224|Price,fill,1224,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
1224|Cargo type,fill,1224,,Cargo type,Y,False,hold,hold,membrane,"Same six-ship order, see row 273."
1225|Operator/charterer,fill,1225,,Operator/charterer,Y,False,hold,hold,CNOOC,5th hull of the same six-ship order.
1225|Contract date,fill,1225,,Contract date,Y,False,hold,hold,28-Apr-2022,"Same six-ship order, see row 273."
1225|Price,fill,1225,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
1225|Cargo type,fill,1225,,Cargo type,Y,False,hold,hold,membrane,"Same six-ship order, see row 273."
1226|Operator/charterer,fill,1226,,Operator/charterer,Y,False,hold,hold,CNOOC,6th hull of the same six-ship order.
1226|Contract date,fill,1226,,Contract date,Y,False,hold,hold,28-Apr-2022,"Same six-ship order, see row 273."
1226|Price,fill,1226,,Price,Y,False,hold,accept,210000000,"Splash247: six 174,000 cu m vessels worth a combined $1.26bn; per-vessel = 1,260"
1226|Cargo type,fill,1226,,Cargo type,Y,False,hold,hold,membrane,"Same six-ship order, see row 273."
164|Capacity,fill,164,,Capacity,Y,False,hold,hold,174000,shipvault record for Hull 2752 (IMO 1137238) via imo_tracker.py: cap=174000 CBM.
1166|Price,fill,1166,,Price,Y,False,hold,hold,255000000,Splash247: 'Samsung Heavy Industries confirmed the contract in a regulatory fili
1170|Price,fill,1170,,Price,Y,False,hold,accept,257000000,"Splash247: KRW 770bn ($514m) for two 180,000 cu m newbuilds; per-vessel = 514,00"
1171|Price,fill,1171,,Price,Y,False,hold,accept,257000000,"Splash247: KRW 770bn ($514m) for two 180,000 cu m newbuilds; per-vessel = 514,00"
515|Contract date,fill,515,,Contract date,Y,False,hold,hold,24-Sep-2022,"LNG Prime: 'The two firms signed the deal on September 24, CMES said in a statem"
515|Price,fill,515,,Price,Y,False,hold,hold,200000000,'This contract for two LNG carriers had an option for two additional vessels wit
516|Contract date,fill,516,,Contract date,Y,False,hold,hold,24-Sep-2022,Same option-exercise duo as row 515 (Hull G175K-06).
516|Price,fill,516,,Price,Y,False,hold,hold,200000000,Same as row 515.
129|Operator/charterer,fill,129,,Operator/charterer,Y,False,hold,hold,MOL,'Shipbuilding sources told LNG Prime that Japan's shipping giant MOL is likely b
129|Contract date,fill,129,,Contract date,Y,False,hold,hold,01-Feb-2023,"'SHI said on Wednesday' -- article published 2023-02-01T07:02:02Z, a Wednesday; "
129|Price,fill,129,,Price,Y,False,hold,hold,248000000,'609.7 billion won ($496 million) or about $248 million per vessel' -- literal p
130|Operator/charterer,fill,130,,Operator/charterer,Y,False,hold,hold,MOL,Same duo as row 129 (Hull 2663). [charterer = owner (self-operated); held for re
130|Contract date,fill,130,,Contract date,Y,False,hold,hold,01-Feb-2023,Same as row 129.
130|Price,fill,130,,Price,Y,False,hold,hold,248000000,Same as row 129.
135|Contract date,fill,135,,Contract date,Y,False,hold,hold,10-Oct-2023,"'Samsung Heavy said on Tuesday' -- published 2023-10-10T13:57:33Z, a Tuesday. Ma"
135|Price,fill,135,,Price,Y,False,hold,hold,260000000,"'350.8 billion won ($260 million)' for one LNG carrier, delivery by September 20"
133|Operator/charterer,fill,133,,Operator/charterer,Y,False,hold,hold,Chevron,'Shipbuilding sources told LNG Prime that US energy giant Chevron is behind this
133|Contract date,fill,133,,Contract date,Y,False,hold,hold,13-Jun-2023,"'Samsung Heavy said on Tuesday' -- published 2023-06-13T06:57:33Z, a Tuesday. Ma"
133|Price,fill,133,,Price,Y,False,hold,hold,254500000,'659.2 billion won ($509 million) or about $254.5 million per vessel' -- literal
134|Operator/charterer,fill,134,,Operator/charterer,Y,False,hold,hold,Chevron,Same duo as row 133 (Hull 2669). [charterer = owner (self-operated); held for re
134|Contract date,fill,134,,Contract date,Y,False,hold,hold,13-Jun-2023,Same as row 133.
134|Price,fill,134,,Price,Y,False,hold,hold,254500000,Same as row 133.
1209|IMO number,fill,1209,,IMO number,Y,False,hold,hold,1182348,"shipvault unit 500595: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1209|Hull number,fill,1209,,Hull number,Y,False,hold,hold,Hull 2798 (SHI),"shipvault unit 500595: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1210|IMO number,fill,1210,,IMO number,Y,False,hold,hold,1182350,"shipvault unit 500596: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1210|Hull number,fill,1210,,Hull number,Y,False,hold,hold,Hull 2799 (SHI),"shipvault unit 500596: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1211|IMO number,fill,1211,,IMO number,Y,False,hold,hold,1182362,"shipvault unit 500597: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1211|Hull number,fill,1211,,Hull number,Y,False,hold,hold,Hull 2800 (SHI),"shipvault unit 500597: owner SEAPEAK MARITIME LTD, yard SAMSUNG SHIPBUILDING & H"
1220|IMO number,fill,1220,,IMO number,Y,False,hold,hold,1185027,"shipvault unit 501592: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1220|Hull number,fill,1220,,Hull number,Y,False,hold,hold,Hull H2954,"shipvault unit 501592: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1221|IMO number,fill,1221,,IMO number,Y,False,hold,hold,1185039,"shipvault unit 501593: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1221|Hull number,fill,1221,,Hull number,Y,False,hold,hold,Hull H2955,"shipvault unit 501593: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1222|IMO number,fill,1222,,IMO number,Y,False,hold,hold,1185041,"shipvault unit 501594: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1222|Hull number,fill,1222,,Hull number,Y,False,hold,hold,Hull H2956,"shipvault unit 501594: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1223|IMO number,fill,1223,,IMO number,Y,False,hold,hold,1185053,"shipvault unit 501595: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1223|Hull number,fill,1223,,Hull number,Y,False,hold,hold,Hull H2957,"shipvault unit 501595: owner CHINA SHIPPING CO LTD, yard JIANGNAN SHIPYARD no. H"
1201|IMO number,fill,1201,,IMO number,Y,False,hold,hold,1180778,"shipvault unit 502026: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1201|Hull number,fill,1201,,Hull number,Y,False,hold,hold,Hull 3639 (HDHHI),"shipvault unit 502026: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1202|IMO number,fill,1202,,IMO number,Y,False,hold,hold,1180780,"shipvault unit 502027: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1202|Hull number,fill,1202,,Hull number,Y,False,hold,hold,Hull 3640 (HDHHI),"shipvault unit 502027: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1203|IMO number,fill,1203,,IMO number,Y,False,hold,hold,1180792,"shipvault unit 502028: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1203|Hull number,fill,1203,,Hull number,Y,False,hold,hold,Hull 3641 (HDHHI),"shipvault unit 502028: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1204|IMO number,fill,1204,,IMO number,Y,False,hold,hold,1180807,"shipvault unit 502029: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1204|Hull number,fill,1204,,Hull number,Y,False,hold,hold,Hull 3642 (HDHHI),"shipvault unit 502029: owner NYK LNG SHIPMANAGEMENT LTD, yard HYUNDAI HEAVY INDU"
1214|IMO number,fill,1214,,IMO number,Y,False,hold,hold,1190125,"shipvault unit 501818: owner HAYFIN CAPITAL MANAGEMENT, yard HYUNDAI HEAVY INDUS"
1214|Hull number,fill,1214,,Hull number,Y,False,hold,hold,Hull 3659 (HDHHI),"shipvault unit 501818: owner HAYFIN CAPITAL MANAGEMENT, yard HYUNDAI HEAVY INDUS"
1215|IMO number,fill,1215,,IMO number,Y,False,hold,hold,1190137,"shipvault unit 501819: owner HAYFIN CAPITAL MANAGEMENT, yard HYUNDAI HEAVY INDUS"
1215|Hull number,fill,1215,,Hull number,Y,False,hold,hold,Hull 3660 (HDHHI),"shipvault unit 501819: owner HAYFIN CAPITAL MANAGEMENT, yard HYUNDAI HEAVY INDUS"
1212|IMO number,fill,1212,,IMO number,Y,False,hold,hold,1182013,"shipvault unit 500598: owner BW LNG, yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 835"
1212|Hull number,fill,1212,,Hull number,Y,False,hold,hold,Hull 8358 (HSHI),"shipvault unit 500598: owner BW LNG, yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 835"
1213|IMO number,fill,1213,,IMO number,Y,False,hold,hold,1182025,"shipvault unit 500599: owner BW LNG, yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 835"
1213|Hull number,fill,1213,,Hull number,Y,False,hold,hold,Hull 8359 (HSHI),"shipvault unit 500599: owner BW LNG, yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 835"
1189|IMO number,fill,1189,,IMO number,Y,False,hold,hold,1186837,"shipvault unit 502043: owner HMM GLOVIS, yard HYUNDAI SAMHO HEAVY INDUSTRIES no."
1189|Hull number,fill,1189,,Hull number,Y,False,hold,hold,Hull 8360 (HSHI),"shipvault unit 502043: owner HMM GLOVIS, yard HYUNDAI SAMHO HEAVY INDUSTRIES no."
1216|IMO number,fill,1216,,IMO number,Y,False,hold,hold,1066245,"shipvault unit 462722: owner CELSIUS SHIPPING APS, yard CM JIANGSU no. CMHI-282-"
1217|IMO number,fill,1217,,IMO number,Y,False,hold,hold,1066257,"shipvault unit 462723: owner CELSIUS SHIPPING APS, yard CM JIANGSU no. CMHI-282-"
324|Hull number,fill,324,,Hull number,G,False,accept,accept,Hull 8199 (HSHI),shipvault record for IMO 9975337: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8199
372|Hull number,fill,372,,Hull number,G,False,accept,accept,Hull 2560 (Hanwha),shipvault record for IMO 9986087: yard HANWHA OCEAN no. 2560
373|Hull number,fill,373,,Hull number,G,False,accept,accept,Hull 8202 (HSHI),shipvault record for IMO 9995727: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8202
384|Hull number,fill,384,,Hull number,G,False,accept,accept,Hull 8203 (HSHI),shipvault record for IMO 9995739: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8203
386|Hull number,fill,386,,Hull number,G,False,accept,accept,Hull 8198 (HSHI),shipvault record for IMO 9975325: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8198
476|Hull number,fill,476,,Hull number,G,False,accept,accept,Hull 3435 (HDHHI),shipvault record for IMO 9994046: yard HYUNDAI HEAVY INDUSTRIES CO LTD no. 3435
515|Hull number,fill,515,,Hull number,G,False,accept,accept,Hull G175K-04,shipvault record for IMO 9989120: yard DALIAN SHIPYARD no. G175K-04
516|Hull number,fill,516,,Hull number,G,False,accept,accept,Hull G175K-06,shipvault record for IMO 1013509: yard DALIAN SHIPYARD no. G175K-06
517|Hull number,fill,517,,Hull number,G,False,accept,accept,Hull G175K-07,shipvault record for IMO 1013511: yard DALIAN SHIPYARD no. G175K-07
674|Hull number,fill,674,,Hull number,G,False,accept,accept,Hull 2610 (SHI),shipvault record for IMO 9972385: yard SAMSUNG SHIPBUILDING & HEAVY IND CO LTD n
714|Hull number,fill,714,,Hull number,G,False,accept,accept,Hull 8179 (HDHHI),shipvault record for IMO 9969376: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8179
976|Hull number,fill,976,,Hull number,G,False,accept,accept,Hull 2632 (HSHI),shipvault record for IMO 9974151: yard SAMSUNG SHIPBUILDING & HEAVY IND CO LTD n
978|Hull number,fill,978,,Hull number,G,False,accept,accept,Hull 2633 (SHI),shipvault record for IMO 9974163: yard SAMSUNG SHIPBUILDING & HEAVY IND CO LTD n
102|Capacity,fill,102,,Capacity,Y,False,hold,hold,174000,shipvault record for IMO 1115072: cargo capacity 174000 cbm
103|Capacity,fill,103,,Capacity,Y,False,hold,hold,174000,shipvault record for IMO 1115084: cargo capacity 174000 cbm
250|Capacity,fill,250,,Capacity,Y,False,hold,hold,180000,shipvault record for IMO 1119078: cargo capacity 180000 cbm
387|Hull number,fill,387,,Hull number,G,False,accept,accept,Hull 8207 (HSHI),shipvault record for IMO 9999993: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8207
408|Hull number,fill,408,,Hull number,G,False,accept,accept,Hull 8206 (HSHI),shipvault record for IMO 9999981: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8206
487|Hull number,fill,487,,Hull number,G,False,accept,accept,Hull 3434 (HDHHI),shipvault record for IMO 9994034: yard HYUNDAI HEAVY INDUSTRIES CO LTD no. 3434
489|Hull number,fill,489,,Hull number,G,False,accept,accept,Hull 3433 (HDHHI),shipvault record for IMO 9994008: yard HYUNDAI HEAVY INDUSTRIES CO LTD no. 3433
507|Hull number,fill,507,,Hull number,G,False,accept,accept,Hull G175K-10,shipvault record for IMO 1058327: yard DALIAN SHIPYARD no. G175K-10
510|Hull number,fill,510,,Hull number,G,False,accept,accept,Hull G175K-13,shipvault record for IMO 1030569: yard DALIAN SHIPYARD no. G175K-13
513|Hull number,fill,513,,Hull number,G,False,accept,accept,Hull G175K-16,shipvault record for IMO 1108421: yard DALIAN SHIPYARD no. G175K-16
514|Hull number,fill,514,,Hull number,G,False,accept,accept,Hull G175K-17,shipvault record for IMO 1108433: yard DALIAN SHIPYARD no. G175K-17
518|Hull number,fill,518,,Hull number,G,False,accept,accept,Hull G175K-08,shipvault record for IMO 1013523: yard DALIAN SHIPYARD no. G175K-08
519|Hull number,fill,519,,Hull number,G,False,accept,accept,Hull G175K-09,shipvault record for IMO 1058315: yard DALIAN SHIPYARD no. G175K-09
541|Hull number,fill,541,,Hull number,G,False,accept,accept,Hull 8174 (HSHI),shipvault record for IMO 9980552: yard HYUNDAI SAMHO HEAVY INDUSTRIES no. 8174
639|Hull number,fill,639,,Hull number,G,False,accept,accept,Hull 3515 (HDHHI),shipvault record for IMO 1056410: yard HYUNDAI HEAVY INDUSTRIES CO LTD no. 3515
508|Hull number,fill,508,,Hull number,G,False,accept,accept,Hull G175K-11,shipvault record for IMO 1069194: yard DALIAN SHIPYARD no. G175K-11
509|Hull number,fill,509,,Hull number,G,False,accept,accept,Hull G175K-12,shipvault record for IMO 1030557: yard DALIAN SHIPYARD no. G175K-12
511|Hull number,fill,511,,Hull number,G,False,accept,accept,Hull G175K-14,shipvault record for IMO 1093896: yard DALIAN SHIPYARD no. G175K-14
512|Hull number,fill,512,,Hull number,G,False,accept,accept,Hull G175K-15,shipvault record for IMO 1093901: yard DALIAN SHIPYARD no. G175K-15
67|Price currency,fill,67,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
68|Price currency,fill,68,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
207|Price currency,fill,207,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
208|Price currency,fill,208,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
209|Price currency,fill,209,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
210|Price currency,fill,210,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
211|Price currency,fill,211,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
212|Price currency,fill,212,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
213|Price currency,fill,213,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
214|Price currency,fill,214,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
215|Price currency,fill,215,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
216|Price currency,fill,216,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
217|Price currency,fill,217,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
218|Price currency,fill,218,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
219|Price currency,fill,219,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
220|Price currency,fill,220,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
221|Price currency,fill,221,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
222|Price currency,fill,222,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
223|Price currency,fill,223,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
203|Price currency,fill,203,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
204|Price currency,fill,204,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
507|Price currency,fill,507,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
519|Price currency,fill,519,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1152|Price currency,fill,1152,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1153|Price currency,fill,1153,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1154|Price currency,fill,1154,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1155|Price currency,fill,1155,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1201|Price currency,fill,1201,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1202|Price currency,fill,1202,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
